n = 4
  |V|   |E|   deg   Gen Set   alpha   sigma
  22    143   13    [2, 4, 5, 6, 7, 10, 11]               3       1
  22    154   14    [2, 4, 5, 6, 8, 9, 10]                2       1
  22    143   13    [2, 4, 5, 6, 8, 9, 11]                3       1
  22    143   13    [2, 4, 5, 6, 8, 10, 11]               2       1
  22    143   13    [2, 4, 5, 6, 9, 10, 11]               4       1
  22    154   14    [2, 4, 5, 7, 8, 9, 10]                3       1
  22    143   13    [2, 4, 5, 7, 8, 9, 11]                3       1
  22    143   13    [2, 4, 5, 7, 8, 10, 11]               4       1
  22    143   13    [2, 4, 5, 7, 9, 10, 11]               3       1
  22    143   13    [2, 4, 5, 8, 9, 10, 11]               3       1
  22    154   14    [2, 4, 6, 7, 8, 9, 10]                2       1
  22    143   13    [2, 4, 6, 7, 8, 9, 11]                3       1
  22    143   13    [2, 4, 6, 7, 8, 10, 11]               2       1
  22    143   13    [2, 4, 6, 7, 9, 10, 11]               3       1
  22    143   13    [2, 4, 6, 8, 9, 10, 11]               2       1
  22    143   13    [2, 4, 7, 8, 9, 10, 11]               3       1
  22    154   14    [2, 5, 6, 7, 8, 9, 10]                3       1
  22    143   13    [2, 5, 6, 7, 8, 9, 11]                3       1
  22    143   13    [2, 5, 6, 7, 8, 10, 11]               3       1
  22    143   13    [2, 5, 6, 7, 9, 10, 11]               3       1
  22    143   13    [2, 5, 6, 8, 9, 10, 11]               4       1
  22    143   13    [2, 5, 7, 8, 9, 10, 11]               3       1
  22    143   13    [2, 6, 7, 8, 9, 10, 11]               4       1
  22    154   14    [3, 4, 5, 6, 7, 8, 9]                 4       1
  22    154   14    [3, 4, 5, 6, 7, 8, 10]                4       2
  22    143   13    [3, 4, 5, 6, 7, 8, 11]                3       1
  22    154   14    [3, 4, 5, 6, 7, 9, 10]                3       1
  22    143   13    [3, 4, 5, 6, 7, 9, 11]                4       1
  22    143   13    [3, 4, 5, 6, 7, 10, 11]               3       1
  22    154   14    [3, 4, 5, 6, 8, 9, 10]                3       1
  22    143   13    [3, 4, 5, 6, 8, 9, 11]                3       1
  22    143   13    [3, 4, 5, 6, 8, 10, 11]               3       1
  22    143   13    [3, 4, 5, 6, 9, 10, 11]               4       1
  22    154   14    [3, 4, 5, 7, 8, 9, 10]                3       1
  22    143   13    [3, 4, 5, 7, 8, 9, 11]                3       1
  22    143   13    [3, 4, 5, 7, 8, 10, 11]               3       1
  22    143   13    [3, 4, 5, 7, 9, 10, 11]               4       1
  22    143   13    [3, 4, 5, 8, 9, 10, 11]               3       1
  22    154   14    [3, 4, 6, 7, 8, 9, 10]                3       1
  22    143   13    [3, 4, 6, 7, 8, 9, 11]                3       1
  22    143   13    [3, 4, 6, 7, 8, 10, 11]               3       1
  22    143   13    [3, 4, 6, 7, 9, 10, 11]               3       1
  22    143   13    [3, 4, 6, 8, 9, 10, 11]               3       1
  22    143   13    [3, 4, 7, 8, 9, 10, 11]               3       1
  22    154   14    [3, 5, 6, 7, 8, 9, 10]                3       1
  22    143   13    [3, 5, 6, 7, 8, 9, 11]                3       1
  22    143   13    [3, 5, 6, 7, 8, 10, 11]               3       1
  22    143   13    [3, 5, 6, 7, 9, 10, 11]               3       1
  22    143   13    [3, 5, 6, 8, 9, 10, 11]               3       1
  22    143   13    [3, 5, 7, 8, 9, 10, 11]               4       1
  22    143   13    [3, 6, 7, 8, 9, 10, 11]               3       1
  22    154   14    [4, 5, 6, 7, 8, 9, 10]                4       1
  22    143   13    [4, 5, 6, 7, 8, 9, 11]                4       1
  22    143   13    [4, 5, 6, 7, 8, 10, 11]               4       1
  22    143   13    [4, 5, 6, 7, 9, 10, 11]               4       1
  22    143   13    [4, 5, 6, 8, 9, 10, 11]               4       1
  22    143   13    [4, 5, 7, 8, 9, 10, 11]               4       1
  22    143   13    [4, 6, 7, 8, 9, 10, 11]               4       1
  22    143   13    [5, 6, 7, 8, 9, 10, 11]               5       1
  22    176   16    [1, 2, 3, 4, 5, 6, 7, 8]              2       1
  22    176   16    [1, 2, 3, 4, 5, 6, 7, 9]              2       1
  22    176   16    [1, 2, 3, 4, 5, 6, 7, 10]             2       1
  22    165   15    [1, 2, 3, 4, 5, 6, 7, 11]             2       1
  22    176   16    [1, 2, 3, 4, 5, 6, 8, 9]              2       1
  22    176   16    [1, 2, 3, 4, 5, 6, 8, 10]             2       1
  22    165   15    [1, 2, 3, 4, 5, 6, 8, 11]             2       1
  22    176   16    [1, 2, 3, 4, 5, 6, 9, 10]             3       1
  22    165   15    [1, 2, 3, 4, 5, 6, 9, 11]             3       1
  22    165   15    [1, 2, 3, 4, 5, 6, 10, 11]            3       1
  22    176   16    [1, 2, 3, 4, 5, 7, 8, 9]              3       1
  22    176   16    [1, 2, 3, 4, 5, 7, 8, 10]             2       1
  22    165   15    [1, 2, 3, 4, 5, 7, 8, 11]             3       1
  22    176   16    [1, 2, 3, 4, 5, 7, 9, 10]             3       1
  22    165   15    [1, 2, 3, 4, 5, 7, 9, 11]             3       1
  22    165   15    [1, 2, 3, 4, 5, 7, 10, 11]            3       1
  22    176   16    [1, 2, 3, 4, 5, 8, 9, 10]             2       1
  22    165   15    [1, 2, 3, 4, 5, 8, 9, 11]             3       1
  22    165   15    [1, 2, 3, 4, 5, 8, 10, 11]            3       1
  22    165   15    [1, 2, 3, 4, 5, 9, 10, 11]            3       1
  22    176   16    [1, 2, 3, 4, 6, 7, 8, 9]              3       1
  22    176   16    [1, 2, 3, 4, 6, 7, 8, 10]             2       1
  22    165   15    [1, 2, 3, 4, 6, 7, 8, 11]             3       1
  22    176   16    [1, 2, 3, 4, 6, 7, 9, 10]             2       1
  22    165   15    [1, 2, 3, 4, 6, 7, 9, 11]             3       1
  22    165   15    [1, 2, 3, 4, 6, 7, 10, 11]            3       1
  22    176   16    [1, 2, 3, 4, 6, 8, 9, 10]             2       1
  22    165   15    [1, 2, 3, 4, 6, 8, 9, 11]             4       1
  22    165   15    [1, 2, 3, 4, 6, 8, 10, 11]            2       1
  22    165   15    [1, 2, 3, 4, 6, 9, 10, 11]            3       1
  22    176   16    [1, 2, 3, 4, 7, 8, 9, 10]             4       2
  22    165   15    [1, 2, 3, 4, 7, 8, 9, 11]             3       1
  22    165   15    [1, 2, 3, 4, 7, 8, 10, 11]            2       1
  22    165   15    [1, 2, 3, 4, 7, 9, 10, 11]            3       1
  22    165   15    [1, 2, 3, 4, 8, 9, 10, 11]            2       1
  22    176   16    [1, 2, 3, 5, 6, 7, 8, 9]              2       1
  22    176   16    [1, 2, 3, 5, 6, 7, 8, 10]             3       1
  22    165   15    [1, 2, 3, 5, 6, 7, 8, 11]             3       1
  22    176   16    [1, 2, 3, 5, 6, 7, 9, 10]             3       1
  22    165   15    [1, 2, 3, 5, 6, 7, 9, 11]             4       1
  22    165   15    [1, 2, 3, 5, 6, 7, 10, 11]            3       1
  22    176   16    [1, 2, 3, 5, 6, 8, 9, 10]             4       2
  22    165   15    [1, 2, 3, 5, 6, 8, 9, 11]             2       1
  22    165   15    [1, 2, 3, 5, 6, 8, 10, 11]            3       1
  22    165   15    [1, 2, 3, 5, 6, 9, 10, 11]            3       1
  22    176   16    [1, 2, 3, 5, 7, 8, 9, 10]             2       1
  22    165   15    [1, 2, 3, 5, 7, 8, 9, 11]             4       1
  22    165   15    [1, 2, 3, 5, 7, 8, 10, 11]            3       1
  22    165   15    [1, 2, 3, 5, 7, 9, 10, 11]            3       1
  22    165   15    [1, 2, 3, 5, 8, 9, 10, 11]            2       1
  22    176   16    [1, 2, 3, 6, 7, 8, 9, 10]             2       1
  22    165   15    [1, 2, 3, 6, 7, 8, 9, 11]             3       1
  22    165   15    [1, 2, 3, 6, 7, 8, 10, 11]            4       1
  22    165   15    [1, 2, 3, 6, 7, 9, 10, 11]            3       1
  22    165   15    [1, 2, 3, 6, 8, 9, 10, 11]            2       1
  22    165   15    [1, 2, 3, 7, 8, 9, 10, 11]            2       1
  22    176   16    [1, 2, 4, 5, 6, 7, 8, 9]              2       1
  22    176   16    [1, 2, 4, 5, 6, 7, 8, 10]             2       1
  22    165   15    [1, 2, 4, 5, 6, 7, 8, 11]             3       1
  22    176   16    [1, 2, 4, 5, 6, 7, 9, 10]             4       2
  22    165   15    [1, 2, 4, 5, 6, 7, 9, 11]             2       1
  22    165   15    [1, 2, 4, 5, 6, 7, 10, 11]            2       1
  22    176   16    [1, 2, 4, 5, 6, 8, 9, 10]             2       1
  22    165   15    [1, 2, 4, 5, 6, 8, 9, 11]             3       1
  22    165   15    [1, 2, 4, 5, 6, 8, 10, 11]            2       1
  22    165   15    [1, 2, 4, 5, 6, 9, 10, 11]            3       1
  22    176   16    [1, 2, 4, 5, 7, 8, 9, 10]             3       1
  22    165   15    [1, 2, 4, 5, 7, 8, 9, 11]             3       1
  22    165   15    [1, 2, 4, 5, 7, 8, 10, 11]            4       1
  22    165   15    [1, 2, 4, 5, 7, 9, 10, 11]            3       1
  22    165   15    [1, 2, 4, 5, 8, 9, 10, 11]            3       1
  22    176   16    [1, 2, 4, 6, 7, 8, 9, 10]             2       1
  22    165   15    [1, 2, 4, 6, 7, 8, 9, 11]             3       1
  22    165   15    [1, 2, 4, 6, 7, 8, 10, 11]            2       1
  22    165   15    [1, 2, 4, 6, 7, 9, 10, 11]            3       1
  22    165   15    [1, 2, 4, 6, 8, 9, 10, 11]            2       1
  22    165   15    [1, 2, 4, 7, 8, 9, 10, 11]            3       1
  22    176   16    [1, 2, 5, 6, 7, 8, 9, 10]             2       1
  22    165   15    [1, 2, 5, 6, 7, 8, 9, 11]             2       1
  22    165   15    [1, 2, 5, 6, 7, 8, 10, 11]            3       1
  22    165   15    [1, 2, 5, 6, 7, 9, 10, 11]            3       1
  22    165   15    [1, 2, 5, 6, 8, 9, 10, 11]            3       1
  22    165   15    [1, 2, 5, 7, 8, 9, 10, 11]            3       1
  22    165   15    [1, 2, 6, 7, 8, 9, 10, 11]            2       1
  22    176   16    [1, 3, 4, 5, 6, 7, 8, 9]              3       1
  22    176   16    [1, 3, 4, 5, 6, 7, 8, 10]             4       2
  22    165   15    [1, 3, 4, 5, 6, 7, 8, 11]             3       1
  22    176   16    [1, 3, 4, 5, 6, 7, 9, 10]             2       1
  22    165   15    [1, 3, 4, 5, 6, 7, 9, 11]             4       1
  22    165   15    [1, 3, 4, 5, 6, 7, 10, 11]            2       1
  22    176   16    [1, 3, 4, 5, 6, 8, 9, 10]             2       1
  22    165   15    [1, 3, 4, 5, 6, 8, 9, 11]             3       1
  22    165   15    [1, 3, 4, 5, 6, 8, 10, 11]            3       1
  22    165   15    [1, 3, 4, 5, 6, 9, 10, 11]            3       1
  22    176   16    [1, 3, 4, 5, 7, 8, 9, 10]             2       1
  22    165   15    [1, 3, 4, 5, 7, 8, 9, 11]             3       1
  22    165   15    [1, 3, 4, 5, 7, 8, 10, 11]            2       1
  22    165   15    [1, 3, 4, 5, 7, 9, 10, 11]            4       1
  22    165   15    [1, 3, 4, 5, 8, 9, 10, 11]            2       1
  22    176   16    [1, 3, 4, 6, 7, 8, 9, 10]             2       1
  22    165   15    [1, 3, 4, 6, 7, 8, 9, 11]             3       1
  22    165   15    [1, 3, 4, 6, 7, 8, 10, 11]            2       1
  22    165   15    [1, 3, 4, 6, 7, 9, 10, 11]            2       1
  22    165   15    [1, 3, 4, 6, 8, 9, 10, 11]            3       1
  22    165   15    [1, 3, 4, 7, 8, 9, 10, 11]            2       1
  22    176   16    [1, 3, 5, 6, 7, 8, 9, 10]             3       1
  22    165   15    [1, 3, 5, 6, 7, 8, 9, 11]             3       1
  22    165   15    [1, 3, 5, 6, 7, 8, 10, 11]            3       1
  22    165   15    [1, 3, 5, 6, 7, 9, 10, 11]            3       1
  22    165   15    [1, 3, 5, 6, 8, 9, 10, 11]            3       1
  22    165   15    [1, 3, 5, 7, 8, 9, 10, 11]            4       1
  22    165   15    [1, 3, 6, 7, 8, 9, 10, 11]            3       1
  22    176   16    [1, 4, 5, 6, 7, 8, 9, 10]             2       1
  22    165   15    [1, 4, 5, 6, 7, 8, 9, 11]             3       1
  22    165   15    [1, 4, 5, 6, 7, 8, 10, 11]            2       1
  22    165   15    [1, 4, 5, 6, 7, 9, 10, 11]            2       1
  22    165   15    [1, 4, 5, 6, 8, 9, 10, 11]            2       1
  22    165   15    [1, 4, 5, 7, 8, 9, 10, 11]            3       1
  22    165   15    [1, 4, 6, 7, 8, 9, 10, 11]            3       1
  22    165   15    [1, 5, 6, 7, 8, 9, 10, 11]            3       1
  22    176   16    [2, 3, 4, 5, 6, 7, 8, 9]              4       2
  22    176   16    [2, 3, 4, 5, 6, 7, 8, 10]             2       1
  22    165   15    [2, 3, 4, 5, 6, 7, 8, 11]             3       1
  22    176   16    [2, 3, 4, 5, 6, 7, 9, 10]             2       1
  22    165   15    [2, 3, 4, 5, 6, 7, 9, 11]             2       1
  22    165   15    [2, 3, 4, 5, 6, 7, 10, 11]            3       1
  22    176   16    [2, 3, 4, 5, 6, 8, 9, 10]             2       1
  22    165   15    [2, 3, 4, 5, 6, 8, 9, 11]             2       1
  22    165   15    [2, 3, 4, 5, 6, 8, 10, 11]            2       1
  22    165   15    [2, 3, 4, 5, 6, 9, 10, 11]            4       1
  22    176   16    [2, 3, 4, 5, 7, 8, 9, 10]             2       1
  22    165   15    [2, 3, 4, 5, 7, 8, 9, 11]             3       1
  22    165   15    [2, 3, 4, 5, 7, 8, 10, 11]            2       1
  22    165   15    [2, 3, 4, 5, 7, 9, 10, 11]            3       1
  22    165   15    [2, 3, 4, 5, 8, 9, 10, 11]            3       1
  22    176   16    [2, 3, 4, 6, 7, 8, 9, 10]             2       1
  22    165   15    [2, 3, 4, 6, 7, 8, 9, 11]             3       1
  22    165   15    [2, 3, 4, 6, 7, 8, 10, 11]            2       1
  22    165   15    [2, 3, 4, 6, 7, 9, 10, 11]            2       1
  22    165   15    [2, 3, 4, 6, 8, 9, 10, 11]            2       1
  22    165   15    [2, 3, 4, 7, 8, 9, 10, 11]            3       1
  22    176   16    [2, 3, 5, 6, 7, 8, 9, 10]             2       1
  22    165   15    [2, 3, 5, 6, 7, 8, 9, 11]             2       1
  22    165   15    [2, 3, 5, 6, 7, 8, 10, 11]            3       1
  22    165   15    [2, 3, 5, 6, 7, 9, 10, 11]            3       1
  22    165   15    [2, 3, 5, 6, 8, 9, 10, 11]            2       1
  22    165   15    [2, 3, 5, 7, 8, 9, 10, 11]            2       1
  22    165   15    [2, 3, 6, 7, 8, 9, 10, 11]            3       1
  22    176   16    [2, 4, 5, 6, 7, 8, 9, 10]             2       1
  22    165   15    [2, 4, 5, 6, 7, 8, 9, 11]             2       1
  22    165   15    [2, 4, 5, 6, 7, 8, 10, 11]            2       1
  22    165   15    [2, 4, 5, 6, 7, 9, 10, 11]            2       1
  22    165   15    [2, 4, 5, 6, 8, 9, 10, 11]            2       1
  22    165   15    [2, 4, 5, 7, 8, 9, 10, 11]            3       1
  22    165   15    [2, 4, 6, 7, 8, 9, 10, 11]            2       1
  22    165   15    [2, 5, 6, 7, 8, 9, 10, 11]            3       1
  22    176   16    [3, 4, 5, 6, 7, 8, 9, 10]             3       1
  22    165   15    [3, 4, 5, 6, 7, 8, 9, 11]             3       1
  22    165   15    [3, 4, 5, 6, 7, 8, 10, 11]            3       1
  22    165   15    [3, 4, 5, 6, 7, 9, 10, 11]            3       1
  22    165   15    [3, 4, 5, 6, 8, 9, 10, 11]            3       1
  22    165   15    [3, 4, 5, 7, 8, 9, 10, 11]            3       1
  22    165   15    [3, 4, 6, 7, 8, 9, 10, 11]            3       1
  22    165   15    [3, 5, 6, 7, 8, 9, 10, 11]            3       1
  22    165   15    [4, 5, 6, 7, 8, 9, 10, 11]            4       1
  22    198   18    [1, 2, 3, 4, 5, 6, 7, 8, 9]           2       1
  22    198   18    [1, 2, 3, 4, 5, 6, 7, 8, 10]          2       1
  22    187   17    [1, 2, 3, 4, 5, 6, 7, 8, 11]          2       1
  22    198   18    [1, 2, 3, 4, 5, 6, 7, 9, 10]          2       1
  22    187   17    [1, 2, 3, 4, 5, 6, 7, 9, 11]          2       1
  22    187   17    [1, 2, 3, 4, 5, 6, 7, 10, 11]         2       1
